GROUP_ID,GROUP_NAME,GROUP_LINK,MENU_LINK,TAG_LIST
c038ee3f60be447bb2355a6c1c5a839e,MAkoriii,https://x.com/MAkoriii3677,https://x.com/MAkoriii3677/status/2015443412867228050,"星穹鐵道,Girls Band Cry"
785fb3ca68524a6bbb9168a0da65c8b9,Shirakawako,https://x.com/JunYuriJP,,VTuber
669dbb0c0228406ebdbeee403ac1b07d,Jun&Yuri,https://www.facebook.com/junyurijp,https://www.facebook.com/junyurijp/posts/pfbid08S78uU4MSoZPMZ5gTj4LmwmTd1DKEwHHDBYiw5eb6RRXTfZNq4m9VCXrHsWSr8jLl,"星穹鐵道,VTuber"
a704899751b546578db728d6f762bd53,角落工作室,https://www.facebook.com/yami.no.plan/,,
c8820f9b7f274edea42e47ad18de0510,ahnitol,,,
ca6265bf26574a11a3b360d07b66f849,柚柊工坊,,,
e38f3464b63e44a7a20ece7ec8c23cfd,好點子,https://www.facebook.com/chenyurain,,
15813098a1a5482fadb7b992c1d85ef2,Edge Three,,,
b5020128e6594f568e282c6294cfc9cb,營養口糧兵工廠,,,
87edeb9b3bde4536b700a4f952874d03,共聚物精靈Copolymer Wizard,https://www.facebook.com/jeff.shu.7,https://www.facebook.com/jeff.shu.7/posts/pfbid09TJGPK8Cd3F9GmTsnbRKnW2mtz5TNLa2Vc4XwRh8bq2eoKXEw1LX5nUZJoEAWPyvl,
3ed7d762289f490a8e5d3de464519856,起司切半,https://www.plurk.com/cheesee0361,https://www.plurk.com/p/3i8ytjw0gp,楓之谷
0519707427dd45e38913ea4a0f321529,八百萬,,,
19fbdfcb1a63467cbd7a8224bbe6c354,Varlyn琳,https://linktr.ee/Varlyn.art,https://www.facebook.com/chen.varlyn/posts/pfbid02NDQbDoq5KByVJqwT4UmDwDVdgsGKaUxQTqBya8EuqhftS9LZ5DdemBQqk3VR7rVYl,原神
ac2cecaa8f8c444e816474810f8d0cde,まふゆ,https://lit.link/en/mafuyuuu,,"星穹鐵道,原神"
86229248e34948c7bac43c5c5e6d9ec9,尼腓工作室,https://www.facebook.com/Nephi.GD,https://www.facebook.com/Nephi.GD/posts/pfbid0mzJUwgFHmthpS6B8FNFmSYGrSjoUBouYRDkGWSfk3raqpCwTimpM7vFAAE96FQK8l,星穹鐵道
77832aa966f040f68f68ceea1d7f1a95,帕淇PACHI,https://portaly.cc/pachi,https://www.facebook.com/pachiart31/posts/pfbid02Pkxwn42aVVq1dYgvcjxPtdVC2a1pMn3hHAvUrBejFcgEa76eTykuu8VXEd9XW5tvl,星穹鐵道
6be5036ed6054c938dc5f3299b794d70,本本貓是一隻貓,https://www.facebook.com/minehonn,https://www.facebook.com/minehonn/posts/pfbid0zvaHwXzmziNKjAUy4yzKgWW2m1gejXBwBh5k6dXaZBecCUWa3SsSaJs4kTZA6sFtl,"星穹鐵道,絕區零,VTuber"
9e7e54f5a44d4ff8b6a67f40577d7ecc,本本貓牽絲麻糬,https://www.facebook.com/minehonn,,"星穹鐵道,絕區零,VTuber"
47a84b255c7847b18700dea19762b092,Reverse Noise,https://www.plurk.com/yamu_RN,https://www.plurk.com/p/3i8zfmbicb,東方
47d19b0e7dcd428c9926dee24ca57eb7,あかぎれ堂,,,
af1fade04f65457b8ff1f0b29e0ae54d,二色幽紫蝶,,,
